client_id,date_demande,age,sexe,situation_familiale,nombre_enfants,niveau_etude,type_emploi,secteur_activite,anciennete_emploi,type_contrat,revenu_mensuel,autres_revenus,charges_mensuelles,nombre_dependants,anciennete_banque,solde_moyen,decouvert_frequence,incidents_paiement,historique_credit,type_credit,montant_demande,duree_demande,objet_credit,garanties_physiques,avaliste,domiciliation_salaire,utilisation_mobile_banking,frequence_transactions,epargne_reguliere,participation_tontine,verification_identite,verification_revenus,score_bureaux_credit,region,zone_residence,taux_endettement,ratio_montant_revenu,score_credit,niveau_risque,decision_credit,remboursement_ok
CLI_000026,2024-10-02,36.0,F,divorce,2,secondaire,salarie_public,administration,1.9147405007935747,CDI,311301.2566082621,10873.76658069783,409805.15917453764,1,0.7022053737999072,3242.674320757776,1,0,1,consommation,894982.244053645,36,investissement,0,1,1,0,11,1,0,1,1,397.28642549660935,Port-Gentil,urbaine,1.0,0.2395809592410031,352.4577871952429,eleve,revue_manuelle,0
CLI_000027,2024-12-06,23.0,F,marie,3,secondaire,salarie_prive,industrie,3.9840709224320285,CDI,156619.88860027582,75782.21714676725,195611.28627098535,2,0.35864727537333474,45374.67341452964,1,1,0,consommation,670163.8076018153,12,consommation,1,0,1,0,7,1,0,1,0,502.8390657768734,Oyem,semi_urbaine,1.0,0.3565765782744887,253.13043959313808,tres_eleve,refuse,0
CLI_000028,2025-03-18,38.0,F,divorce,4,secondaire,salarie_public,agriculture,2.489070602011413,CDD,1120659.5377578547,13893.697406707643,79130.02071405045,3,3.7689634124081186,6308.8336215293875,6,0,1,consommation,788363.5312144953,18,urgence,0,0,1,1,6,0,0,1,1,526.5246264470771,Libreville,urbaine,0.0706102237548157,0.05862347905054522,545.5294845261926,moyen,accepte,1
CLI_000029,2024-11-21,28.0,M,celibataire,4,secondaire,salarie_public,commerce,0.20387488157278016,freelance,1098205.5800340886,30394.8512615589,90525.31206626365,3,4.577462026421104,15439.249769058288,2,0,1,avance_facture,185347.48791549655,24,consommation,1,0,1,1,14,1,0,1,1,329.4988200415222,Franceville,rurale,0.08243020588499807,0.014064419516497638,608.3522496353052,moyen,accepte,1
CLI_000030,2024-09-10,32.0,F,divorce,1,superieur,independant,commerce,6.546375630638859,CDI,316349.59536035196,16244.534203968691,320476.66155464546,3,4.080994562744271,63496.91250438412,2,0,1,investissement,679454.7983994776,18,investissement,0,0,1,0,11,1,0,1,1,341.269445417751,Libreville,semi_urbaine,1.0,0.1789831061280782,422.88909115213374,eleve,revue_manuelle,0
CLI_000031,2025-02-16,28.0,F,marie,2,secondaire,salarie_public,services,2.966837493773892,CDD,127902.01015011627,30005.238845036143,121617.85935830855,2,0.04522881359932746,19744.621197331035,0,0,1,consommation,335175.9182096478,3,urgence,1,1,0,0,7,1,1,1,1,612.2218464563061,Libreville,rurale,0.9508674587331963,0.21838066880018664,307.8132570043401,tres_eleve,revue_manuelle,1
CLI_000032,2025-07-05,53.0,M,divorce,6,primaire,independant,agriculture,6.774034152828248,CDI,165466.14462393298,17973.93169095771,127966.4042570797,2,3.443038927913718,18366.23006696763,4,2,1,consommation,551443.9020268949,3,investissement,0,0,1,0,10,1,0,1,1,384.2800243338575,Port-Gentil,urbaine,0.773369105492355,0.27772242235221883,300.8402642594175,tres_eleve,revue_manuelle,0
CLI_000033,2025-04-18,34.0,M,celibataire,6,secondaire,independant,industrie,1.683778890115116,freelance,259695.94732180072,53813.55265998804,57369.821789149595,2,5.649876948269776,252473.24721068153,0,0,1,investissement,130435.59296796516,24,investissement,1,0,1,1,6,1,0,1,1,443.0415319237009,Libreville,urbaine,0.22091150201146617,0.04185522669655445,513.5524377867296,moyen,accepte,0
CLI_000034,2024-07-16,24.0,M,marie,2,secondaire,independant,administration,0.005514128724678814,CDD,146218.47324681055,81002.26202855159,91295.18468912749,2,3.7082027088293357,86788.92659507046,4,1,0,avance_commande,2219066.932906075,18,immobilier,1,0,0,1,6,0,0,1,1,488.36673482861204,Franceville,urbaine,0.6243751740932564,1.264698230685932,200.0,tres_eleve,refuse,0
CLI_000035,2024-12-04,43.0,F,marie,4,primaire,salarie_public,administration,4.3151213376945545,freelance,250475.42969728817,939.3345247094657,130103.44335657143,3,2.0707366476931175,5081.009453546697,1,2,1,investissement,2265014.433548699,12,equipement,0,0,1,0,9,0,1,1,1,743.9711533184018,Libreville,urbaine,0.5194259712970961,0.7535717296656204,271.4948139270223,tres_eleve,refuse,0
CLI_000036,2025-01-15,22.0,F,veuf,2,primaire,salarie_prive,commerce,2.504227305359263,freelance,132201.57704335568,25756.431049929473,285280.9711144487,2,6.791617890506625,215944.6726610961,2,0,1,consommation,983783.6894706954,18,consommation,1,0,1,1,7,0,1,1,1,264.5157965680411,Franceville,rurale,1.0,0.6201285639404427,223.99976832094183,tres_eleve,refuse,0
CLI_000037,2025-02-16,37.0,M,marie,0,primaire,independant,agriculture,1.0,CDI,196869.40370425233,7859.007474253471,348303.93397071137,1,2.2795699282866204,63452.45802876276,3,0,1,consommation,477732.9091626122,6,equipement,1,0,0,0,6,1,0,1,1,446.32828800080415,Port-Gentil,urbaine,1.0,0.2022207362570028,287.2581171082771,tres_eleve,refuse,0
CLI_000038,2025-04-20,18.0,F,marie,0,secondaire,salarie_prive,commerce,2.5501944061624364,CDI,354765.05471875274,977.8689082648846,172366.85716917343,3,4.553515656934043,184823.31268272537,1,1,1,consommation,3274531.037452128,24,consommation,0,0,1,1,11,0,1,1,1,492.9316812688056,Franceville,rurale,0.4858619947948954,0.7691783134352771,335.73718191165426,tres_eleve,revue_manuelle,0
CLI_000039,2025-03-20,21.0,M,marie,5,secondaire,salarie_prive,industrie,8.0245789594906,CDI,205346.81339869654,204209.91028442694,196535.16342345744,2,1.3591363990617713,11896.449797419775,3,0,0,retraite,830626.9595037786,36,investissement,0,0,0,1,12,1,0,1,1,312.8833890674289,Libreville,urbaine,0.9570889373475175,0.33708296781595404,249.74583640759732,tres_eleve,refuse,0
CLI_000040,2025-01-17,36.0,F,marie,1,secondaire,salarie_prive,agriculture,0.7023726460485743,freelance,180090.21971387166,56003.13700959454,108882.6605124844,2,2.5933814218558253,77091.81061036664,1,0,1,avance_commande,193042.70357968265,12,equipement,1,0,1,1,14,0,1,1,1,528.4176865147214,Libreville,semi_urbaine,0.604600631202948,0.08932684956758061,340.6722804817457,tres_eleve,revue_manuelle,1
CLI_000041,2025-05-17,42.0,M,celibataire,2,primaire,salarie_prive,industrie,0.9928155553732205,freelance,224216.4233218004,30101.41845615297,78657.77770490886,5,0.8010132138449728,52719.63508483322,2,0,0,investissement,1513047.7511288575,12,consommation,1,1,0,1,10,0,1,1,1,319.1034392800916,Franceville,urbaine,0.35081184749797506,0.5623464629667567,258.02971491451524,tres_eleve,refuse,1
CLI_000042,2025-05-22,36.0,M,celibataire,0,superieur,salarie_public,administration,3.1453085619877417,CDD,154407.81592129628,28193.99519206328,115646.01446420883,2,2.2151312970515313,114727.30726041,2,0,0,tontine,667631.6745083164,36,immobilier,0,0,0,1,8,1,0,1,0,541.4701646924891,Lambarene,rurale,0.7489647708193421,0.36031837212211737,254.48717926095955,tres_eleve,refuse,0
CLI_000043,2024-12-26,33.0,M,celibataire,1,superieur,independant,services,5.159671424549167,CDI,165159.04385090055,91903.85593895565,194985.19759292976,4,3.1689071730150467,53255.247289338535,4,0,0,consommation,921562.6251083168,6,immobilier,0,0,1,0,7,0,1,1,1,612.5143180788865,Libreville,rurale,1.0,0.46498746683846415,335.0319892546903,tres_eleve,revue_manuelle,0
CLI_000044,2025-05-20,31.0,M,marie,2,superieur,salarie_prive,industrie,3.079440534041426,freelance,1782829.145933159,42285.04648768391,65915.12216890231,1,0.06138075751625567,12992.120421818647,1,0,1,investissement,517631.01049843006,12,investissement,0,1,1,1,8,0,0,1,0,323.07433688373055,Libreville,urbaine,0.03697220360081188,0.024195205491190162,533.1257062381229,moyen,accepte,1
CLI_000045,2025-01-06,20.0,F,divorce,0,secondaire,independant,administration,3.3415136673873156,CDD,162911.82478022197,69117.3528349751,69456.87529818206,1,0.5557348231432877,42039.26425882399,3,1,0,investissement,1829196.8616082352,36,investissement,0,0,0,0,5,0,0,0,0,518.7101530550731,Oyem,urbaine,0.42634643244518095,0.935678376976796,200.0,tres_eleve,refuse,0
CLI_000046,2025-01-13,27.0,M,divorce,4,superieur,salarie_prive,services,1.1866805156895852,CDI,358444.8893525647,126550.3912781766,215530.69463236493,1,0.9082528701138063,78213.48820518554,2,0,1,avance_commande,364405.1312086933,24,consommation,0,0,1,0,14,1,0,1,1,582.7818061704701,Oyem,urbaine,0.601293814013261,0.08471900470457588,377.59795310699667,eleve,revue_manuelle,1
CLI_000047,2024-09-02,30.0,M,celibataire,1,secondaire,salarie_public,agriculture,1.0,CDI,127232.89228641076,107521.34554798949,41909.7623068002,2,1.4149731896452131,5069.5677896734205,3,1,1,tontine,255818.0648002175,18,consommation,1,0,1,1,7,1,0,1,1,727.2927385697625,Port-Gentil,urbaine,0.32939408633781736,0.16755236545826524,404.5955131551553,eleve,revue_manuelle,0
CLI_000048,2025-02-23,45.0,M,celibataire,2,secondaire,independant,services,5.495157662243671,CDD,63908.02500093401,4989.9638066985535,59243.965518671386,1,2.438858807493806,8521.151430989039,1,0,1,tontine,900152.9396019786,6,consommation,0,0,0,0,13,0,0,1,1,311.4395305925398,Franceville,semi_urbaine,0.9270191891832918,1.1737609629735117,200.0,tres_eleve,refuse,0
CLI_000049,2025-06-16,38.0,M,celibataire,1,secondaire,independant,commerce,16.04539946829747,CDD,146775.03455550753,33274.452293721915,117899.24101949773,1,0.12123999218868167,40603.57805891566,0,1,1,spot,779758.0829828051,18,consommation,0,0,1,1,10,0,1,1,1,555.3153791221921,Port-Gentil,urbaine,0.8032649515399056,0.4427172539618306,303.1411617905315,tres_eleve,revue_manuelle,0
CLI_000050,2024-11-15,18.0,F,celibataire,2,primaire,salarie_prive,services,6.03901873207475,CDI,253626.0026272421,50186.52723050466,537168.3504105179,2,0.25329124712772233,157599.34700135488,0,0,0,spot,3075800.7513288585,12,immobilier,1,0,1,1,12,1,0,1,1,632.4857748652821,Port-Gentil,urbaine,1.0,1.0106090330734636,321.4951681121057,tres_eleve,revue_manuelle,0
CLI_000051,2024-10-07,38.0,F,celibataire,2,secondaire,salarie_prive,commerce,1.5200178765113148,freelance,147711.49705333405,31109.106230277695,91404.43054761631,0,1.0186098987773213,36699.37568930343,1,1,0,investissement,233788.1728651747,12,consommation,1,0,1,1,9,0,0,1,1,666.5825135735739,Oyem,rurale,0.6188037652520236,0.131894592685159,284.9365858713032,tres_eleve,refuse,1
CLI_000052,2025-05-06,31.0,M,marie,3,secondaire,independant,agriculture,1.3007697564681355,CDD,70667.65481843962,17137.365325658106,156758.2551641862,1,0.8117153303172144,5601.87066328569,2,0,1,consommation,457666.30152620835,6,urgence,0,1,1,1,6,0,0,1,1,345.8844670356051,Port-Gentil,urbaine,1.0,0.5396932805893202,200.0,tres_eleve,refuse,0
CLI_000053,2024-12-27,28.0,M,marie,1,superieur,salarie_prive,services,9.646744811147947,CDI,187332.46536407707,124112.65290241649,119270.31591506799,2,0.3281900200405146,43042.75106832195,1,1,1,avance_commande,1378067.9366134317,6,equipement,0,1,1,1,7,0,0,1,1,622.3973152727065,Mouila,urbaine,0.6366772341530252,0.61302238506603,357.65262818158703,eleve,revue_manuelle,0
CLI_000054,2025-05-29,41.0,M,marie,2,secondaire,salarie_prive,commerce,13.368422531570868,CDD,278460.4624534623,114448.1770144732,126460.20829967599,1,3.1227603703108837,49563.72378894766,3,0,1,investissement,220533.9484219038,18,equipement,0,0,1,1,11,1,0,1,0,484.05158845618547,Mouila,urbaine,0.45414062443716097,0.06599798360325586,444.24369355713503,eleve,revue_manuelle,1
CLI_000055,2024-09-29,45.0,F,marie,0,secondaire,salarie_public,agriculture,2.8420613878452534,freelance,469831.27404082066,92210.95526393068,36982.85256503757,4,0.5458663104152502,24747.989225432164,4,1,1,consommation,673978.0758835201,36,equipement,0,0,1,1,12,0,1,1,0,493.24054230755485,Libreville,urbaine,0.07871517842344476,0.11954257360075224,454.02766234143337,eleve,accepte,0
CLI_000056,2025-02-08,44.0,F,marie,1,secondaire,independant,agriculture,2.1675273462401057,CDI,250116.38030436638,135439.633503934,314175.78746072116,4,0.9051017750200995,48372.22854513887,1,0,0,avance_facture,3416297.0258352975,18,investissement,1,0,1,1,12,1,0,1,1,543.5569332515938,Oyem,urbaine,1.0,1.138235802361954,316.860822381244,tres_eleve,revue_manuelle,1
CLI_000057,2024-08-21,26.0,F,marie,0,secondaire,salarie_public,agriculture,2.179133294857059,CDI,140791.37480477124,67940.1959674081,79230.3046567623,0,2.1329386100061973,44137.904172121496,2,0,1,retraite,452268.74223907135,6,immobilier,0,0,1,1,6,0,0,1,1,523.7323157873566,Mouila,urbaine,0.5627497051337642,0.2676943946709633,296.35758710732665,tres_eleve,refuse,0
CLI_000058,2024-08-26,31.0,F,divorce,4,primaire,salarie_public,industrie,0.6762132881541489,CDD,663957.0381633765,24699.00320285437,60151.88076603273,2,2.001318847421244,43205.18141756215,1,0,0,avance_commande,734838.3883040701,18,consommation,1,1,1,0,12,1,0,1,1,600.5059549811599,Libreville,urbaine,0.0905960435820118,0.09222966071428909,620.4879216801659,moyen,accepte,1
CLI_000059,2025-01-04,38.0,F,marie,2,primaire,salarie_public,agriculture,3.9080645693930323,CDI,1223211.6202881667,34426.426540866385,560126.0396901247,2,0.04705094037378226,76821.0726845784,3,0,1,spot,513912.8883664557,12,investissement,1,0,1,1,10,1,0,1,1,460.60170776062756,Port-Gentil,semi_urbaine,0.4579142565357326,0.0350111733082203,506.2666117619897,moyen,accepte,1
CLI_000060,2024-09-16,44.0,F,celibataire,1,secondaire,independant,services,1.0,CDI,327883.0795341836,86866.40774610783,103624.22814384711,2,2.2400957223132374,22438.31715715885,3,1,1,avance_facture,194669.682323117,6,investissement,1,1,0,1,11,0,0,1,1,200.0,Oyem,urbaine,0.31604018204008516,0.04947639734863212,354.33657994410385,eleve,revue_manuelle,1
CLI_000061,2025-04-01,30.0,M,celibataire,5,superieur,salarie_prive,services,1.0,CDI,838111.1480952955,120713.97433863585,306262.3255592133,3,11.730795167069898,7334.60221397935,1,1,1,consommation,1134556.4776497395,18,consommation,0,1,0,1,9,0,1,1,1,256.3411403231723,Libreville,urbaine,0.3654197014981006,0.11280887189288183,505.3614304259161,moyen,accepte,0
CLI_000062,2024-07-13,33.0,M,celibataire,1,primaire,salarie_prive,services,3.3640752087246986,freelance,475149.8316735079,55502.451383148546,66531.32452395596,1,0.1760026738681334,3319.586587490142,0,0,0,consommation,2308445.856684297,12,urgence,0,0,1,1,14,0,0,1,1,332.7694252062797,Port-Gentil,urbaine,0.1400217785821967,0.4048627932361539,409.6051549320939,eleve,revue_manuelle,1
CLI_000063,2025-06-03,23.0,M,marie,3,secondaire,salarie_prive,services,6.104084457868302,CDD,1257318.468107005,43511.31354483026,237798.54454795568,2,2.22395133305906,144961.35312791783,0,1,0,avance_facture,852622.3129956711,24,consommation,1,0,0,1,12,1,0,1,0,530.789981900825,Libreville,urbaine,0.18913151327998917,0.05651063053522172,534.2873505825102,moyen,accepte,1
CLI_000064,2025-06-15,23.0,M,celibataire,2,superieur,salarie_prive,agriculture,3.289165980132714,CDD,300217.9479548942,111640.84190766343,225616.0317743937,4,1.9997490773772861,15582.64723118883,2,2,1,retraite,506412.59566652373,18,equipement,0,0,1,0,6,1,1,0,0,405.2687851405137,Port-Gentil,urbaine,0.7515074741910202,0.14056804373740311,241.95624332153335,tres_eleve,refuse,0
CLI_000065,2024-08-04,43.0,F,marie,1,secondaire,salarie_prive,administration,1.9326581594668142,CDI,543969.5035395593,69317.43554146466,117684.0072120099,3,0.3579132843267886,88900.26049783803,1,0,0,avance_facture,479390.0989317556,36,investissement,0,0,0,1,9,1,0,1,1,430.48107897175055,Libreville,urbaine,0.21634302372881373,0.07344010032002538,486.6573137714272,eleve,accepte,1
CLI_000066,2025-03-14,48.0,M,celibataire,1,secondaire,independant,agriculture,3.5646889212707844,CDI,785488.0152062845,122226.34272230632,150801.7530557549,1,3.6503406169198973,170883.66328043796,2,0,1,consommation,196750.59511194704,12,investissement,1,0,0,1,8,0,1,0,1,469.61312619566183,Oyem,urbaine,0.19198479179361053,0.020873498523958648,617.8935393997591,moyen,accepte,1
CLI_000067,2025-02-10,34.0,M,marie,3,secondaire,independant,services,1.8208185959244876,CDI,281484.48322321684,107270.7823564937,79935.50260031298,1,1.1679244701899103,34229.13496676181,4,1,1,avance_commande,252516.17085367203,6,investissement,0,0,1,1,8,0,0,1,1,643.6086648693392,Libreville,urbaine,0.28397836244822144,0.07475727967967215,391.4473327088829,eleve,revue_manuelle,0
CLI_000068,2025-05-29,45.0,M,celibataire,2,secondaire,independant,services,3.1857514556030653,freelance,479009.9878438499,19934.59881018574,246899.2444667669,6,0.8898821827310206,300155.81044501445,2,0,0,spot,2311775.805402653,18,consommation,0,1,1,0,11,0,0,1,1,200.0,Libreville,urbaine,0.5154365268626765,0.4021794715611541,274.1072070024856,tres_eleve,refuse,0
CLI_000069,2025-03-11,38.0,M,marie,0,secondaire,salarie_prive,commerce,4.547284872760374,CDI,289902.7202644585,7017.464652748515,125786.57168797575,1,6.584630863995077,268409.4788801642,4,0,1,spot,1993519.9598296508,36,consommation,1,0,0,1,15,1,0,1,1,574.2376871817826,Libreville,rurale,0.4338923469680768,0.5730427888623865,434.4826432754514,eleve,revue_manuelle,0
